namespace,name,func,author,scope,usage,description,parameters
frontend / menu commands,MPLocalPlayerHosting,004747F0,,,,Out: True if the local player is hosting the current game or not,""
frontend / menu commands,MPLocalPlayerId,00474870,,,,Out: Steam id for local player,""
frontend / menu commands,MPLocalPlayerInLobby,004748D0,,,,,""
frontend / menu commands,MPLocalPlayerStats,00474940,,,,Out: A table with lots of information about the local player used by the stats screen,""
frontend / menu commands,MPLogOn,00475450,,,,In: Lan mode (true|false). Log on to multiplayer. Out: Result code,""
frontend / menu commands,MPLogOut,004754A0,,,,Log out of multiplayer.  Returns true or false on success,""
frontend / menu commands,MPOnlinePresence,004754E0,,,,Out: Pointer to the online presence that exists in game core,""
frontend / menu commands,MPQuickBattleCancel,00475530,,,,Cancels any quick battle matchmaking,""
frontend / menu commands,MPQuickBattleDetails,00475570,,,,"Out: Table of details about the quick battle matchmaking process, or nil if matchmaking complete",""
frontend / menu commands,MPQuickBattleSearchRange,00475610,,,,Out: Min and max skill values currently being used for quick battle searches,""
frontend / menu commands,MPQuickBattleStart,00475660,,,,In: Boolean to specify whether it should be a land battle or not,""
frontend / menu commands,MPReadyForLogOn,00475790,,,,"In: bool (true = online, false = lan) Out: true/false if the multiplayer system is ready for action",""
frontend / menu commands,MaxUnitsFromUnitScaleFactor,00475800,,,,"In: Current unit scale index (int).  Out: Max land units, max naval units",""
frontend / menu commands,MoviePlaying,00475860,,,,Out: Boolean - is a movie still playing,""
frontend / menu commands,MultiplayerBaseInterface,00475890,,,,Out: Pointer to the multiplayer control module (to be passed to UIMPInterface object,""
frontend / menu commands,OpenMapDataFile,004758E0,,,,"In: Campaign name, Out: Start date and season for that campaign.  Opens the basic information about the specified campaign if it hasn't opened it already!",""
frontend / menu commands,PlayMovieInComponent,00475970,,,,"In: movie to play, component to attach movie to",""
frontend / menu commands,PreviousBattleSetup,00475A50,,,,"Out: Pointer to a previous battle setup and true/false if this is a special napoleonic battle, or nil if there are no previous details stored",""
frontend / menu commands,PreviousGameType,00475AB0,,,,"Out: Enum value. -1 = none, 0 = battle, 1 = campaign, 2 = episodic campaign",""
frontend / menu commands,Quit,00475AE0,,,,Quit,""
frontend / menu commands,RecruitableUnits,00475B00,,,,"In: faction key (string), naval battle (bool), era (int), category mask (bitflag to hide various mp categories) Out: Table of details about units that are useable by the faction",""
frontend / menu commands,ResumeFrontEndMovie,00476560,,,,Should only be used if the frontend movie has been previously paused,""
frontend / menu commands,ResumeMultiplayerCampaign,00476570,,,,In: Path to save game.  Will attempt to resume host a multiplayer campaign,""
frontend / menu commands,RetrieveArmyPresets,004765F0,,,,"In: Faction, battle type, army size, and era Out: Table of unit presets for each weighting type",""
frontend / menu commands,RetrieveFriendsStats,00477780,,,,Out: Array of friends and their rankings,""
frontend / menu commands,RetrieveGameCore,00477C90,,,,Out: Returns pointers to the game core so that a UIPrefsInterface object can be initialised,""
frontend / menu commands,RetrieveRandomPortraitPath,00477CD0,,,,"In: Faction key, is_admiral, Out: Card path to a randomly assigned portrait",""
frontend / menu commands,SaveArmySetup,00477F50,,,,"In: Table of details about units, file path to save to (optional) bool to specify if existing files should be overwritten (false by default)",""
frontend / menu commands,SaveBattleSetup,00478100,,,,"In: Table about map details, preferences, and army setups for each player in the battle. Path to save. (Optional) Boolean - overwrite existing files (false by default). Out: Overwrite == false -> bool, bool (files exists, save success), overwrite == true -> bool (save success)",""
frontend / menu commands,ScreenSize,00478250,,,,Retrieve the current width and height of the screen,""
frontend / menu commands,SetCurrentGameType,004782B0,,,,"In: Number relating to game type being played. 1 = Battle, 2 = Campaign, 3 = Episodic, 4 = Tutorial",""
frontend / menu commands,ShowDemoMovie,004782F0,,,,In: movie to show,""
frontend / menu commands,ShowVoiceChat,00478380,,,,,""
frontend / menu commands,SpanishCampaignEnabled,004783A0,,,,Out: true if the player has Wellington PDLC,""
frontend / menu commands,StartBattle,004783E0,,,,"Takes a battle setup up (create one with UIBattleSetup(FrontEnd.BuildInfoSetup(battle_descr))), and a table of player info and starts the battle",""
frontend / menu commands,StartCampaign,00478840,,,,"Starts the specified campaign.  Takes a campaign name, the faction to play as and a table of options (to be defined)",""
frontend / menu commands,StartFriendStatsDownload,00478980,,,,Starts the downloading of friends stats from the steam network. Out: Success flag,""
frontend / menu commands,StartTutorialBattle,00478A50,,,,"In: bool (true = land, false = naval)",""
frontend / menu commands,StartTutorialCampaign,00478A80,,,,Starts the campaign tutorial (tut_napoleon),""
frontend / menu commands,SteamFriendsList,00478AE0,,,,In: Bool - show clan members Out: List of details about appropriate friends listed on Steam,""
frontend / menu commands,SteamNewContentAvailable,00478CF0,,,,Out: true/false depending on whether the player owns any of the content available,""
frontend / menu commands,SteamOpenStore,00478F00,,,,Open the steam interface on the store screen,""
frontend / menu commands,StopAllMovies,00478F30,,,,,""
frontend / menu commands,StopDemoMovie,00478F40,,,,Stops the movie playing and restores the normal bg movie,""
frontend / menu commands,StopFriendStatsDownload,00478F70,,,,Stops the downloading of friends stats from the steam network,""
frontend / menu commands,TheatreList,00478FA0,,,,"In: Campaign key, Out: Table of details about each theatre in the campaign",""
frontend / menu commands,TimeOfDayOptionsString,00479360,,,,Out: A string formatted for dropdown lists containing all the times of day supported by the game,""
frontend / menu commands,TriggerMessageBoxOpenedEvent,00479440,,,,Fired when a message box in the frontend is shown,""
frontend / menu commands,TriggerSliderUpdateEvent,00479460,,,,In: Slider name. Triggers some sliders have there value changed in the FE,""
frontend / menu commands,UILocalisationString,00479520,,,,Retrieve a string from the ui.loc file,""
frontend / menu commands,UnitScaleFactor,004795F0,,,,"In: (Opt) current scale factor, Out: float value representing current unit scale, index into scale factors list : 0-3",""
frontend / menu commands,ValidateArmySetup,00479690,,,,In: Table of details about the units used in the setup,""
frontend / menu commands,WindLevelOptionsString,0047A260,,,,Out:  A string formatted for dropdown lists containin all the wind levels supported by the game,""
frontend / menu commands,navigate,0047A400,,,,,""
